1469 ; 24877 ; 2921 ; 10 ; 0.001000 ;
2865 ; 48598 ; 5712 ; 11 ; 0.000000 ;
4206 ; 71374 ; 8390 ; 12 ; 0.001000 ;
5492 ; 93212 ; 10958 ; 12 ; 0.001000 ;
6679 ; 113431 ; 13340 ; 12 ; 0.001000 ;
7857 ; 133463 ; 15696 ; 12 ; 0.001000 ;
9001 ; 152874 ; 17978 ; 13 ; 0.000000 ;
10079 ; 171184 ; 20130 ; 13 ; 0.002000 ;
11009 ; 187038 ; 21999 ; 13 ; 0.001000 ;
12058 ; 204887 ; 24101 ; 13 ; 0.002000 ;
