1469 ; 11585635 ; 673 ; 12 ; 0.118000 ;
2865 ; 41050404 ; 1416 ; 13 ; 0.335000 ;
4206 ; 102507010 ; 2084 ; 14 ; 0.905000 ;
5492 ; 158816847 ; 2550 ; 14 ; 1.428000 ;
6679 ; 258635242 ; 3262 ; 14 ; 2.361000 ;
7857 ; 429186148 ; 3845 ; 15 ; 4.314000 ;
9001 ; 389269643 ; 4290 ; 15 ; 3.549000 ;
10079 ; 503103538 ; 4673 ; 15 ; 4.734000 ;
11009 ; 634480207 ; 5389 ; 15 ; 6.338000 ;
12058 ; 1097534666 ; 6006 ; 16 ; 12.552000 ;
